Entity,Code,Year,Population (historical estimates)
Belgium,BEL,1998,10188541
Belgium,BEL,1999,10224223
Belgium,BEL,2000,10264351
Belgium,BEL,2001,10309249
Belgium,BEL,2002,10355569
Belgium,BEL,2003,10402550
Belgium,BEL,2004,10456164
Belgium,BEL,2005,10516979
Belgium,BEL,2006,10582970
Belgium,BEL,2007,10653698
Belgium,BEL,2008,10726720
Belgium,BEL,2009,10801357
Belgium,BEL,2010,10877948
Belgium,BEL,2011,10955742
Belgium,BEL,2012,11031140
Belgium,BEL,2013,11103260
Belgium,BEL,2014,11176727
Belgium,BEL,2015,11248306
Belgium,BEL,2016,11316837
Belgium,BEL,2017,11384491
Belgium,BEL,2018,11448598
Belgium,BEL,2019,11510569
Belgium,BEL,2020,11561716
Belgium,BEL,2021,11611416
Belize,BLZ,-10000,200
Belize,BLZ,-9000,250
Belize,BLZ,-8000,313
Belize,BLZ,-7000,391
Belize,BLZ,-6000,489
Belize,BLZ,-5000,611
Belize,BLZ,-4000,764
Belize,BLZ,-3000,955
Belize,BLZ,-2000,1194
Belize,BLZ,-1000,1493
Belize,BLZ,0,1866
Belize,BLZ,100,2036
Belize,BLZ,200,2221
Belize,BLZ,300,2423
Belize,BLZ,400,2644
Belize,BLZ,500,2884
Belize,BLZ,600,3146
Belize,BLZ,700,3432
Belize,BLZ,800,3744
Belize,BLZ,900,4085
Belize,BLZ,1000,4456
Belize,BLZ,1100,4861
Belize,BLZ,1200,5303
Belize,BLZ,1300,5785
Belize,BLZ,1400,6311
Belize,BLZ,1500,6885
Belize,BLZ,1600,7511
Belize,BLZ,1700,8194
Belize,BLZ,1710,8866
Belize,BLZ,1720,9592
Belize,BLZ,1730,10379
Belize,BLZ,1740,11229
Belize,BLZ,1750,12150
Belize,BLZ,1760,13146
Belize,BLZ,1770,14223
Belize,BLZ,1780,15389
Belize,BLZ,1790,16651
Belize,BLZ,1800,25526
Belize,BLZ,1801,25526
Belize,BLZ,1802,25526
Belize,BLZ,1803,25526
Belize,BLZ,1804,25526
Belize,BLZ,1805,25526
Belize,BLZ,1806,25526
Belize,BLZ,1807,25526
Belize,BLZ,1808,25526
Belize,BLZ,1809,25526
Belize,BLZ,1810,25526
Belize,BLZ,1811,25526
Belize,BLZ,1812,25526
Belize,BLZ,1813,25526
Belize,BLZ,1814,25526
Belize,BLZ,1815,25526
Belize,BLZ,1816,25526
Belize,BLZ,1817,25526
Belize,BLZ,1818,25526
Belize,BLZ,1819,25528
Belize,BLZ,1820,25533
Belize,BLZ,1821,25540
Belize,BLZ,1822,25549
Belize,BLZ,1823,25561
Belize,BLZ,1824,25573
Belize,BLZ,1825,25585
Belize,BLZ,1826,25597
Belize,BLZ,1827,25608
Belize,BLZ,1828,25620
Belize,BLZ,1829,25632
Belize,BLZ,1830,25644
Belize,BLZ,1831,25655
Belize,BLZ,1832,25667
Belize,BLZ,1833,25679
Belize,BLZ,1834,25691
Belize,BLZ,1835,25703
Belize,BLZ,1836,25715
Belize,BLZ,1837,25726
Belize,BLZ,1838,25738
Belize,BLZ,1839,25750
Belize,BLZ,1840,25762
Belize,BLZ,1841,25774
Belize,BLZ,1842,25786
Belize,BLZ,1843,25797
Belize,BLZ,1844,25809
Belize,BLZ,1845,25821
Belize,BLZ,1846,25833
Belize,BLZ,1847,25845
Belize,BLZ,1848,25857
Belize,BLZ,1849,25869
Belize,BLZ,1850,25881
Belize,BLZ,1851,25906
Belize,BLZ,1852,25932
Belize,BLZ,1853,25958
Belize,BLZ,1854,25984
Belize,BLZ,1855,26010
Belize,BLZ,1856,26035
Belize,BLZ,1857,26061
Belize,BLZ,1858,26087
Belize,BLZ,1859,26090
Belize,BLZ,1860,26071
Belize,BLZ,1861,26028
Belize,BLZ,1862,25963
Belize,BLZ,1863,25875
Belize,BLZ,1864,25787
Belize,BLZ,1865,25700
Belize,BLZ,1866,25613
Belize,BLZ,1867,25526
Belize,BLZ,1868,25440
Belize,BLZ,1869,25412
Belize,BLZ,1870,25444
Belize,BLZ,1871,25536
Belize,BLZ,1872,25688
Belize,BLZ,1873,25900
Belize,BLZ,1874,26114
Belize,BLZ,1875,26330
Belize,BLZ,1876,26547
Belize,BLZ,1877,26766
Belize,BLZ,1878,26987
Belize,BLZ,1879,27244
Belize,BLZ,1880,27537
Belize,BLZ,1881,27868
Belize,BLZ,1882,28237
Belize,BLZ,1883,28645
Belize,BLZ,1884,29058
Belize,BLZ,1885,29478
Belize,BLZ,1886,29904
Belize,BLZ,1887,30336
Belize,BLZ,1888,30774
Belize,BLZ,1889,31243
Belize,BLZ,1890,31745
Belize,BLZ,1891,32279
Belize,BLZ,1892,32848
Belize,BLZ,1893,33452
Belize,BLZ,1894,34067
Belize,BLZ,1895,34693
Belize,BLZ,1896,35331
Belize,BLZ,1897,35980
Belize,BLZ,1898,36642
Belize,BLZ,1899,37239
Belize,BLZ,1900,37771
Belize,BLZ,1901,38235
Belize,BLZ,1902,38629
Belize,BLZ,1903,38951
Belize,BLZ,1904,39277
Belize,BLZ,1905,39605
Belize,BLZ,1906,39935
Belize,BLZ,1907,40269
Belize,BLZ,1908,40605
Belize,BLZ,1909,40977
Belize,BLZ,1910,41386
Belize,BLZ,1911,41833
Belize,BLZ,1912,42317
Belize,BLZ,1913,42841
Belize,BLZ,1914,43371
Belize,BLZ,1915,43907
Belize,BLZ,1916,44450
Belize,BLZ,1917,45000
Belize,BLZ,1918,45533
Belize,BLZ,1919,46080
Belize,BLZ,1920,46640
Belize,BLZ,1921,47214
Belize,BLZ,1922,47801
Belize,BLZ,1923,48403
Belize,BLZ,1924,49013
Belize,BLZ,1925,49630
Belize,BLZ,1926,50255
Belize,BLZ,1927,50888
Belize,BLZ,1928,51529
Belize,BLZ,1929,52200
Belize,BLZ,1930,52902
Belize,BLZ,1931,53635
Belize,BLZ,1932,54401
Belize,BLZ,1933,55199
Belize,BLZ,1934,56010
Belize,BLZ,1935,56832
Belize,BLZ,1936,57666
Belize,BLZ,1937,58512
Belize,BLZ,1938,59371
Belize,BLZ,1939,60197
Belize,BLZ,1940,60990
Belize,BLZ,1941,61747
Belize,BLZ,1942,62469
Belize,BLZ,1943,63154
Belize,BLZ,1944,63846
Belize,BLZ,1945,64546
Belize,BLZ,1946,65254
Belize,BLZ,1947,65969
Belize,BLZ,1948,66692
Belize,BLZ,1949,67736
Belize,BLZ,1950,69134
Belize,BLZ,1951,71238
Belize,BLZ,1952,73480
Belize,BLZ,1953,75659
Belize,BLZ,1954,77822
Belize,BLZ,1955,80005
Belize,BLZ,1956,82214
Belize,BLZ,1957,84469
Belize,BLZ,1958,86758
Belize,BLZ,1959,89078
Belize,BLZ,1960,91420
Belize,BLZ,1961,93774
Belize,BLZ,1962,96200
Belize,BLZ,1963,98877
Belize,BLZ,1964,101790
Belize,BLZ,1965,104853
Belize,BLZ,1966,108075
Belize,BLZ,1967,111423
Belize,BLZ,1968,114843
Belize,BLZ,1969,118164
Belize,BLZ,1970,120921
Belize,BLZ,1971,123105
Belize,BLZ,1972,125075
Belize,BLZ,1973,126889
Belize,BLZ,1974,128634
Belize,BLZ,1975,130818
Belize,BLZ,1976,133487
Belize,BLZ,1977,136200
Belize,BLZ,1978,138949
Belize,BLZ,1979,141843
Belize,BLZ,1980,145147
Belize,BLZ,1981,148782
Belize,BLZ,1982,152420
Belize,BLZ,1983,156070
Belize,BLZ,1984,159739
Belize,BLZ,1985,163453
Belize,BLZ,1986,167212
Belize,BLZ,1987,170995
Belize,BLZ,1988,174831
Belize,BLZ,1989,178711
Belize,BLZ,1990,182603
Belize,BLZ,1991,186478
Belize,BLZ,1992,190312
Belize,BLZ,1993,194192
Belize,BLZ,1994,198430
Belize,BLZ,1995,203572
Belize,BLZ,1996,209857
Belize,BLZ,1997,217127
Belize,BLZ,1998,224917
Belize,BLZ,1999,232750
Belize,BLZ,2000,240420
Belize,BLZ,2001,248109
Belize,BLZ,2002,256000
Belize,BLZ,2003,264006
Belize,BLZ,2004,272141
Belize,BLZ,2005,280386
Belize,BLZ,2006,288745
Belize,BLZ,2007,297182
Belize,BLZ,2008,305687
Belize,BLZ,2009,314178
Belize,BLZ,2010,322115
Belize,BLZ,2011,329546
Belize,BLZ,2012,337067
Belize,BLZ,2013,344695
Belize,BLZ,2014,352343
Belize,BLZ,2015,359884
Belize,BLZ,2016,367327
Belize,BLZ,2017,374702
Belize,BLZ,2018,382076
Belize,BLZ,2019,389103
Belize,BLZ,2020,394931
Belize,BLZ,2021,400037
Benin,BEN,-10000,2557
Benin,BEN,-9000,4262
Benin,BEN,-8000,7104
Benin,BEN,-7000,11840
Benin,BEN,-6000,19734
Benin,BEN,-5000,32890
Benin,BEN,-4000,54817
Benin,BEN,-3000,91362
Benin,BEN,-2000,152271
Benin,BEN,-1000,253785
Benin,BEN,0,422976
Benin,BEN,100,483401
Benin,BEN,200,552458
Benin,BEN,300,631381
Benin,BEN,400,721579
Benin,BEN,500,824661
Benin,BEN,600,942470
Benin,BEN,700,1077109
Benin,BEN,800,1230982
Benin,BEN,900,1406836
Benin,BEN,1000,1607812
Benin,BEN,1100,1837501
Benin,BEN,1200,2100001
Benin,BEN,1300,2400000
Benin,BEN,1400,2699999
Benin,BEN,1500,3000000
Benin,BEN,1600,3100000
Benin,BEN,1700,2976653
Benin,BEN,1710,2747679
Benin,BEN,1720,2536318
Benin,BEN,1730,2341218
Benin,BEN,1740,2161124
Benin,BEN,1750,1994886
Benin,BEN,1760,1841432
Benin,BEN,1770,1699783
Benin,BEN,1780,1569031
Benin,BEN,1790,1448336
Benin,BEN,1800,636559
Benin,BEN,1801,636559
Benin,BEN,1802,636559
Benin,BEN,1803,636559
Benin,BEN,1804,636559
Benin,BEN,1805,636559
Benin,BEN,1806,636559
Benin,BEN,1807,636559
Benin,BEN,1808,636559
Benin,BEN,1809,636559
Benin,BEN,1810,636559
Benin,BEN,1811,636559
Benin,BEN,1812,636559
Benin,BEN,1813,636559
Benin,BEN,1814,636559
Benin,BEN,1815,636559
Benin,BEN,1816,636559
Benin,BEN,1817,636559
Benin,BEN,1818,636559
Benin,BEN,1819,637485
Benin,BEN,1820,639344
Benin,BEN,1821,642142
Benin,BEN,1822,645886
Benin,BEN,1823,650584
Benin,BEN,1824,655316
Benin,BEN,1825,660082
Benin,BEN,1826,664884
Benin,BEN,1827,669719
Benin,BEN,1828,674591
Benin,BEN,1829,679497
Benin,BEN,1830,684439
Benin,BEN,1831,689417
Benin,BEN,1832,694432
Benin,BEN,1833,699483
Benin,BEN,1834,704570
Benin,BEN,1835,709695
Benin,BEN,1836,714857
Benin,BEN,1837,720056
Benin,BEN,1838,725293
Benin,BEN,1839,730569
Benin,BEN,1840,735882
Benin,BEN,1841,741235
Benin,BEN,1842,746626
Benin,BEN,1843,752057
Benin,BEN,1844,757526
Benin,BEN,1845,763036
Benin,BEN,1846,768586
Benin,BEN,1847,774176
Benin,BEN,1848,779807
Benin,BEN,1849,784933
Benin,BEN,1850,789547
Benin,BEN,1851,795201
Benin,BEN,1852,800346
Benin,BEN,1853,804973
Benin,BEN,1854,809625
Benin,BEN,1855,814299
Benin,BEN,1856,818998
Benin,BEN,1857,823721
Benin,BEN,1858,828468
Benin,BEN,1859,833930
Benin,BEN,1860,840120
Benin,BEN,1861,847051
Benin,BEN,1862,854734
Benin,BEN,1863,863183
Benin,BEN,1864,871712
Benin,BEN,1865,880323
Benin,BEN,1866,889015
Benin,BEN,1867,897789
Benin,BEN,1868,906647
Benin,BEN,1869,915682
Benin,BEN,1870,924897
Benin,BEN,1871,934295
Benin,BEN,1872,943878
Benin,BEN,1873,953650
Benin,BEN,1874,963519
Benin,BEN,1875,973488
Benin,BEN,1876,983556
Benin,BEN,1877,993724
Benin,BEN,1878,1003995
Benin,BEN,1879,1013854
Benin,BEN,1880,1023293
Benin,BEN,1881,1032302
Benin,BEN,1882,1040872
Benin,BEN,1883,1048993
Benin,BEN,1884,1057174
Benin,BEN,1885,1065415
Benin,BEN,1886,1073717
Benin,BEN,1887,1082080
Benin,BEN,1888,1090504
Benin,BEN,1889,1098781
Benin,BEN,1890,1106908
Benin,BEN,1891,1114882
Benin,BEN,1892,1122700
Benin,BEN,1893,1130358
Benin,BEN,1894,1138065
Benin,BEN,1895,1145820
Benin,BEN,1896,1153625
Benin,BEN,1897,1161479
Benin,BEN,1898,1169383
Benin,BEN,1899,1178059
Benin,BEN,1900,1187522
Benin,BEN,1901,1197783
Benin,BEN,1902,1208859
Benin,BEN,1903,1220763
Benin,BEN,1904,1232779
Benin,BEN,1905,1244910
Benin,BEN,1906,1257157
Benin,BEN,1907,1269520
Benin,BEN,1908,1282001
Benin,BEN,1909,1294402
Benin,BEN,1910,1306722
Benin,BEN,1911,1318957
Benin,BEN,1912,1331103
Benin,BEN,1913,1343159
Benin,BEN,1914,1355319
Benin,BEN,1915,1367585
Benin,BEN,1916,1379959
Benin,BEN,1917,1392440
Benin,BEN,1918,1402597
Benin,BEN,1919,1415022
Benin,BEN,1920,1429764
Benin,BEN,1921,1446872
Benin,BEN,1922,1466398
Benin,BEN,1923,1488394
Benin,BEN,1924,1510720
Benin,BEN,1925,1533380
Benin,BEN,1926,1556381
Benin,BEN,1927,1579727
Benin,BEN,1928,1603423
Benin,BEN,1929,1627144
Benin,BEN,1930,1650885
Benin,BEN,1931,1674644
Benin,BEN,1932,1698414
Benin,BEN,1933,1722192
Benin,BEN,1934,1746303
Benin,BEN,1935,1770751
Benin,BEN,1936,1795542
Benin,BEN,1937,1820679
Benin,BEN,1938,1846169
Benin,BEN,1939,1873533
Benin,BEN,1940,1902827
Benin,BEN,1941,1934104
Benin,BEN,1942,1967420
Benin,BEN,1943,2002834
Benin,BEN,1944,2038885
Benin,BEN,1945,2075585
Benin,BEN,1946,2112945
Benin,BEN,1947,2150978
Benin,BEN,1948,2189696
Benin,BEN,1949,2227533
Benin,BEN,1950,2264457
Benin,BEN,1951,2280682
Benin,BEN,1952,2297837
Benin,BEN,1953,2316685
Benin,BEN,1954,2337371
Benin,BEN,1955,2360087
Benin,BEN,1956,2385284
Benin,BEN,1957,2413058
Benin,BEN,1958,2443408
Benin,BEN,1959,2476500
Benin,BEN,1960,2512290
Benin,BEN,1961,2551223
Benin,BEN,1962,2593309
Benin,BEN,1963,2638089
Benin,BEN,1964,2685626
Benin,BEN,1965,2735843
Benin,BEN,1966,2788645
Benin,BEN,1967,2843744
Benin,BEN,1968,2901225
Benin,BEN,1969,2961174
Benin,BEN,1970,3023443
Benin,BEN,1971,3088385
Benin,BEN,1972,3156412
Benin,BEN,1973,3227385
Benin,BEN,1974,3301277
Benin,BEN,1975,3378701
Benin,BEN,1976,3460331
Benin,BEN,1977,3546458
Benin,BEN,1978,3636937
Benin,BEN,1979,3732395
Benin,BEN,1980,3833947
Benin,BEN,1981,3941578
Benin,BEN,1982,4054390
Benin,BEN,1983,4171533
Benin,BEN,1984,4293077
Benin,BEN,1985,4419558
Benin,BEN,1986,4551384
Benin,BEN,1987,4688794
Benin,BEN,1988,4831628
Benin,BEN,1989,4979683
Benin,BEN,1990,5133429
Benin,BEN,1991,5293055
Benin,BEN,1992,5457781
Benin,BEN,1993,5706188
Benin,BEN,1994,5923401
Benin,BEN,1995,6046512
Benin,BEN,1996,6203860
Benin,BEN,1997,6387026
Benin,BEN,1998,6584179
Benin,BEN,1999,6788596
Benin,BEN,2000,6998022
Benin,BEN,2001,7212043
Benin,BEN,2002,7431787
Benin,BEN,2003,7659211
Benin,BEN,2004,7894558
Benin,BEN,2005,8149420
Benin,BEN,2006,8402635
Benin,BEN,2007,8647761
Benin,BEN,2008,8906472
Benin,BEN,2009,9172514
Benin,BEN,2010,9445716
Benin,BEN,2011,9726385
Benin,BEN,2012,10014087
Benin,BEN,2013,10308730
Benin,BEN,2014,10614845
Benin,BEN,2015,10932791
Benin,BEN,2016,11260091
Benin,BEN,2017,11596786
Benin,BEN,2018,11940688
Benin,BEN,2019,12290443
Benin,BEN,2020,12643121
Benin,BEN,2021,12996901
Bermuda,BMU,1730,8774
Bermuda,BMU,1800,9692
Bermuda,BMU,1822,10000
Bermuda,BMU,1833,9125
Bermuda,BMU,1834,8118
Bermuda,BMU,1843,10000
Bermuda,BMU,1851,11000
Bermuda,BMU,1861,12000
Bermuda,BMU,1871,12000
Bermuda,BMU,1881,14000
Bermuda,BMU,1891,15000
Bermuda,BMU,1901,18000
Bermuda,BMU,1911,19000
Bermuda,BMU,1921,20000
Bermuda,BMU,1931,28000
Bermuda,BMU,1939,31000
Bermuda,BMU,1950,37168
Bermuda,BMU,1951,37567
Bermuda,BMU,1952,37934
Bermuda,BMU,1953,38317
Bermuda,BMU,1954,38731
Bermuda,BMU,1955,39158
Bermuda,BMU,1956,39656
Bermuda,BMU,1957,40220
Bermuda,BMU,1958,40821
Bermuda,BMU,1959,41426
Bermuda,BMU,1960,42048
Bermuda,BMU,1961,42909
Bermuda,BMU,1962,43946
Bermuda,BMU,1963,44978
Bermuda,BMU,1964,46021
Bermuda,BMU,1965,47095
Bermuda,BMU,1966,48154
Bermuda,BMU,1967,49162
Bermuda,BMU,1968,50168
Bermuda,BMU,1969,51158
Bermuda,BMU,1970,52037
Bermuda,BMU,1971,52560
Bermuda,BMU,1972,52766
Bermuda,BMU,1973,52946
Bermuda,BMU,1974,53122
Bermuda,BMU,1975,53276
Bermuda,BMU,1976,53393
Bermuda,BMU,1977,53457
Bermuda,BMU,1978,53485
Bermuda,BMU,1979,53478
Bermuda,BMU,1980,53583
Bermuda,BMU,1981,53930
Bermuda,BMU,1982,54362
Bermuda,BMU,1983,54783
Bermuda,BMU,1984,55217
Bermuda,BMU,1985,55632
Bermuda,BMU,1986,56014
Bermuda,BMU,1987,56388
Bermuda,BMU,1988,56758
Bermuda,BMU,1989,57133
Bermuda,BMU,1990,57490
Bermuda,BMU,1991,57897
Bermuda,BMU,1992,58344
Bermuda,BMU,1993,58763
Bermuda,BMU,1994,59138
Bermuda,BMU,1995,59486
Bermuda,BMU,1996,59857
Bermuda,BMU,1997,60248
Bermuda,BMU,1998,60624
Bermuda,BMU,1999,61004
Bermuda,BMU,2000,61390
Bermuda,BMU,2001,61785
Bermuda,BMU,2002,62156
Bermuda,BMU,2003,62490
Bermuda,BMU,2004,62759
Bermuda,BMU,2005,62980
Bermuda,BMU,2006,63096
Bermuda,BMU,2007,63181
Bermuda,BMU,2008,63277
Bermuda,BMU,2009,63375
Bermuda,BMU,2010,63466
Bermuda,BMU,2011,63554
Bermuda,BMU,2012,63581
Bermuda,BMU,2013,63527
Bermuda,BMU,2014,63375
Bermuda,BMU,2015,63165
Bermuda,BMU,2016,63090
Bermuda,BMU,2017,63295
Bermuda,BMU,2018,63591
Bermuda,BMU,2019,63833
Bermuda,BMU,2020,64051
Bermuda,BMU,2021,64213
Bhutan,BTN,-10000,41
Bhutan,BTN,-9000,52
Bhutan,BTN,-8000,65
Bhutan,BTN,-7000,81
Bhutan,BTN,-6000,102
Bhutan,BTN,-5000,127
Bhutan,BTN,-4000,159
Bhutan,BTN,-3000,199
Bhutan,BTN,-2000,249
Bhutan,BTN,-1000,312
Bhutan,BTN,0,390
Bhutan,BTN,100,585
Bhutan,BTN,200,877
Bhutan,BTN,300,1316
Bhutan,BTN,400,1975
Bhutan,BTN,500,2962
Bhutan,BTN,600,4444
Bhutan,BTN,700,6666
Bhutan,BTN,800,9999
Bhutan,BTN,900,9999
Bhutan,BTN,1000,9999
Bhutan,BTN,1100,9999
Bhutan,BTN,1200,9999
Bhutan,BTN,1300,11000
Bhutan,BTN,1400,12000
Bhutan,BTN,1500,15000
Bhutan,BTN,1600,19999
Bhutan,BTN,1700,25000
Bhutan,BTN,1710,27306
Bhutan,BTN,1720,27811
Bhutan,BTN,1730,28326
Bhutan,BTN,1740,28851
Bhutan,BTN,1750,29385
Bhutan,BTN,1760,29929
Bhutan,BTN,1770,30484
Bhutan,BTN,1780,31048
Bhutan,BTN,1790,31623
Bhutan,BTN,1800,392287
Bhutan,BTN,1801,392287
Bhutan,BTN,1802,392287
Bhutan,BTN,1803,392287
Bhutan,BTN,1804,392287
Bhutan,BTN,1805,392287
Bhutan,BTN,1806,392287
Bhutan,BTN,1807,392287
Bhutan,BTN,1808,392287
Bhutan,BTN,1809,392287
Bhutan,BTN,1810,392287
Bhutan,BTN,1811,392287
Bhutan,BTN,1812,392287
Bhutan,BTN,1813,392287
Bhutan,BTN,1814,392287
Bhutan,BTN,1815,392287
Bhutan,BTN,1816,392287
Bhutan,BTN,1817,392287
Bhutan,BTN,1818,392287
Bhutan,BTN,1819,391895
Bhutan,BTN,1820,391114
Bhutan,BTN,1821,389944
Bhutan,BTN,1822,388389
Bhutan,BTN,1823,386449
Bhutan,BTN,1824,384520
Bhutan,BTN,1825,382600
Bhutan,BTN,1826,380689
Bhutan,BTN,1827,378788
Bhutan,BTN,1828,376897
Bhutan,BTN,1829,375015
Bhutan,BTN,1830,373142
Bhutan,BTN,1831,371279
Bhutan,BTN,1832,369425
Bhutan,BTN,1833,367580
Bhutan,BTN,1834,365745
Bhutan,BTN,1835,363919
Bhutan,BTN,1836,362101
Bhutan,BTN,1837,360293
Bhutan,BTN,1838,358494
Bhutan,BTN,1839,356704
Bhutan,BTN,1840,354923
Bhutan,BTN,1841,353151
Bhutan,BTN,1842,351387
Bhutan,BTN,1843,349633
Bhutan,BTN,1844,347887
Bhutan,BTN,1845,346150
Bhutan,BTN,1846,344421
Bhutan,BTN,1847,342701
Bhutan,BTN,1848,340990
Bhutan,BTN,1849,339287
Bhutan,BTN,1850,337593
Bhutan,BTN,1851,336068
Bhutan,BTN,1852,334550
Bhutan,BTN,1853,333039
Bhutan,BTN,1854,331535
Bhutan,BTN,1855,330037
Bhutan,BTN,1856,328546
Bhutan,BTN,1857,327062
Bhutan,BTN,1858,325584
Bhutan,BTN,1859,324113
Bhutan,BTN,1860,322649
Bhutan,BTN,1861,321191
Bhutan,BTN,1862,319739
Bhutan,BTN,1863,318294
Bhutan,BTN,1864,316856
Bhutan,BTN,1865,315424
Bhutan,BTN,1866,313998
Bhutan,BTN,1867,312579
Bhutan,BTN,1868,311166
Bhutan,BTN,1869,309759
Bhutan,BTN,1870,308359
Bhutan,BTN,1871,306965
Bhutan,BTN,1872,305577
Bhutan,BTN,1873,304195
Bhutan,BTN,1874,302820
Bhutan,BTN,1875,301450
Bhutan,BTN,1876,300087
Bhutan,BTN,1877,298730
Bhutan,BTN,1878,297379
Bhutan,BTN,1879,296034
Bhutan,BTN,1880,294695
Bhutan,BTN,1881,293362
Bhutan,BTN,1882,292035
Bhutan,BTN,1883,290714
Bhutan,BTN,1884,289399
Bhutan,BTN,1885,288090
Bhutan,BTN,1886,286786
Bhutan,BTN,1887,285489
Bhutan,BTN,1888,284197
Bhutan,BTN,1889,282911
Bhutan,BTN,1890,281631
Bhutan,BTN,1891,280356
Bhutan,BTN,1892,279087
Bhutan,BTN,1893,277824
Bhutan,BTN,1894,276567
Bhutan,BTN,1895,275315
Bhutan,BTN,1896,274069
Bhutan,BTN,1897,272828
Bhutan,BTN,1898,271593
Bhutan,BTN,1899,270364
Bhutan,BTN,1900,269139
Bhutan,BTN,1901,267921
Bhutan,BTN,1902,266708
Bhutan,BTN,1903,265500
Bhutan,BTN,1904,264298
Bhutan,BTN,1905,263101
Bhutan,BTN,1906,261910
Bhutan,BTN,1907,260723
Bhutan,BTN,1908,259543
Bhutan,BTN,1909,258624
Bhutan,BTN,1910,257966
Bhutan,BTN,1911,257568
Bhutan,BTN,1912,257430
Bhutan,BTN,1913,257550
Bhutan,BTN,1914,257670
Bhutan,BTN,1915,257789
Bhutan,BTN,1916,257909
Bhutan,BTN,1917,258029
Bhutan,BTN,1918,258029
Bhutan,BTN,1919,258029
Bhutan,BTN,1920,258029
Bhutan,BTN,1921,258029
Bhutan,BTN,1922,258029
Bhutan,BTN,1923,258029
Bhutan,BTN,1924,258029
Bhutan,BTN,1925,258029
Bhutan,BTN,1926,258029
Bhutan,BTN,1927,258029
Bhutan,BTN,1928,258029
Bhutan,BTN,1929,258029
Bhutan,BTN,1930,258029
Bhutan,BTN,1931,258029
Bhutan,BTN,1932,258029
Bhutan,BTN,1933,258029
Bhutan,BTN,1934,258029
Bhutan,BTN,1935,258029
Bhutan,BTN,1936,258029
Bhutan,BTN,1937,258029
Bhutan,BTN,1938,258029
Bhutan,BTN,1939,255899
Bhutan,BTN,1940,251726
Bhutan,BTN,1941,245595
Bhutan,BTN,1942,237586
Bhutan,BTN,1943,227778
Bhutan,BTN,1944,218374
Bhutan,BTN,1945,209359
Bhutan,BTN,1946,200716
Bhutan,BTN,1947,192430
Bhutan,BTN,1948,184486
Bhutan,BTN,1949,179148
Bhutan,BTN,1950,176380
Bhutan,BTN,1951,179844
Bhutan,BTN,1952,183558
Bhutan,BTN,1953,187490
Bhutan,BTN,1954,191656
Bhutan,BTN,1955,196028
Bhutan,BTN,1956,200618
Bhutan,BTN,1957,205440
Bhutan,BTN,1958,210480
Bhutan,BTN,1959,215755
Bhutan,BTN,1960,221277
Bhutan,BTN,1961,227083
Bhutan,BTN,1962,233434
Bhutan,BTN,1963,240282
Bhutan,BTN,1964,247452
Bhutan,BTN,1965,255024
Bhutan,BTN,1966,262986
Bhutan,BTN,1967,271345
Bhutan,BTN,1968,280111
Bhutan,BTN,1969,289310
Bhutan,BTN,1970,298907
Bhutan,BTN,1971,308850
Bhutan,BTN,1972,319142
Bhutan,BTN,1973,329807
Bhutan,BTN,1974,340846
Bhutan,BTN,1975,352280
Bhutan,BTN,1976,364131
Bhutan,BTN,1977,376398
Bhutan,BTN,1978,389082
Bhutan,BTN,1979,402067
Bhutan,BTN,1980,415266
Bhutan,BTN,1981,428649
Bhutan,BTN,1982,442217
Bhutan,BTN,1983,456042
Bhutan,BTN,1984,470179
Bhutan,BTN,1985,484531
Bhutan,BTN,1986,499158
Bhutan,BTN,1987,514033
Bhutan,BTN,1988,529057
Bhutan,BTN,1989,544217
Bhutan,BTN,1990,558449
Bhutan,BTN,1991,567719
Bhutan,BTN,1992,545956
Bhutan,BTN,1993,520840
Bhutan,BTN,1994,521268
Bhutan,BTN,1995,527535
Bhutan,BTN,1996,537500
Bhutan,BTN,1997,546873
Bhutan,BTN,1998,557153
Bhutan,BTN,1999,571002
Bhutan,BTN,2000,587210
Bhutan,BTN,2001,603243
Bhutan,BTN,2002,619055
Bhutan,BTN,2003,634635
Bhutan,BTN,2004,649995
Bhutan,BTN,2005,663332
Bhutan,BTN,2006,673273
Bhutan,BTN,2007,681624
Bhutan,BTN,2008,689741
Bhutan,BTN,2009,697682
Bhutan,BTN,2010,705523
Bhutan,BTN,2011,713338
Bhutan,BTN,2012,721154
Bhutan,BTN,2013,728898
Bhutan,BTN,2014,736362
Bhutan,BTN,2015,743284
Bhutan,BTN,2016,749764
Bhutan,BTN,2017,756130
Bhutan,BTN,2018,762104
Bhutan,BTN,2019,767467
Bhutan,BTN,2020,772512
Bhutan,BTN,2021,777500
Bolivia,BOL,-10000,104718
Bolivia,BOL,-9000,116354
Bolivia,BOL,-8000,129282
Bolivia,BOL,-7000,143646
Bolivia,BOL,-6000,159607
Bolivia,BOL,-5000,177342
Bolivia,BOL,-4000,197046
Bolivia,BOL,-3000,218940
Bolivia,BOL,-2000,243266
Bolivia,BOL,-1000,270296
Bolivia,BOL,0,300330
Bolivia,BOL,100,320088
Bolivia,BOL,200,341147
Bolivia,BOL,300,363591
Bolivia,BOL,400,387511
Bolivia,BOL,500,413006
Bolivia,BOL,600,440176
Bolivia,BOL,700,469135
Bolivia,BOL,800,500000
Bolivia,BOL,900,549999
Bolivia,BOL,1000,599999
Bolivia,BOL,1100,660000
Bolivia,BOL,1200,720000
Bolivia,BOL,1300,780000
